recommendationid,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,written_during_early_access,comment_count,steam_purchase,received_for_free,cleaned_review,vader_score,label
222016810,english,"One of the best games I have played, super cozy and kept me sane during the winter months <3",1774791654,1774791654,True,2,0,0.5370370149612426,False,0,True,False,one best game played super cozy kept sane winter month,0.9246,1
222671050,english,"I know it's a staple for so many people and it's much beloved by a wide community, but it just didn't do it for me.. It felt like I was doing work after coming home from work. None of the tasks felt rewarding, the progress and the speed were at snail's pace, and the dialogue was rudimentary. 
Wish I could enjoy it as much as everyone here, but I reckon it's sadly not for me.",1775486316,1775486316,False,8,4,0.5449528098106384,False,1,True,False,know staple many people much beloved wide community didnt felt like work coming home work none task felt rewarding progress speed snail pace dialogue rudimentary wish could enjoy much everyone reckon sadly,0.9575,0
223881962,english,"Actually one of the best most chill games out there. Very fun, relaxing, farm game that has amazing music. Also the mods are incredible. (Highly recommend Ridgeside Village)",1776908138,1776908138,True,1,0,0.5238095521926879,False,0,True,False,actually one best chill game fun relaxing farm game amazing music also mod incredible highly recommend ridgeside village,0.9557,1
223592544,english,"good game, good mod selection, good for solo or multiplayer",1776573603,1776573603,True,1,0,0.5238095521926879,False,0,True,False,good game good mod selection good solo multiplayer,0.8271,1
223488491,english,a really fun and cute game. it can be relaxing if you take your time and ignore the quests or requirements for different centers. i totally recommend.,1776470112,1776470112,True,2,0,0.5238095521926879,False,0,True,False,really fun cute game relaxing take time ignore quest requirement different center totally recommend,0.8847,1
223485093,english,"Stardew Valley is one of those games that feels simple at first but ends up being way deeper and more rewarding the longer you play it. It starts with you inheriting an old farm, but quickly turns into a relaxing yet addictive life sim where you can grow crops, raise animals, fish, mine, and build relationships with the people in the town. What makes it really stand out is how much freedom it gives you—you can play at your own pace with no pressure, whether you want to focus on making your farm perfect or just explore the mines and improve your skills. The pixel art style is charming and calming, and the music fits the peaceful vibe perfectly. Even after hours of gameplay, there’s always something new to discover, like secret events or rare items. Overall, Stardew Valley is a cozy, satisfying game that somehow manages to be both relaxing and hard to put down.",1776465945,1776465945,True,1,0,0.5238095521926879,False,0,True,False,stardew valley one game feel simple first end way deeper rewarding longer play start inheriting old farm quickly turn relaxing yet addictive life sim grow crop raise animal fish mine build relationship people town make really stand much freedom give youyou play pace pressure whether want focus making farm perfect explore mine improve skill pixel art style charming calming music fit peaceful vibe perfectly even hour gameplay there always something new discover like secret event rare item overall stardew valley cozy satisfying game somehow manages relaxing hard put,0.9959,1
223217999,english,One of the best indie games I have ever Played. I have been playing it since it came out in 2016 and I have been very satisfied with all of the updates introduced since then.,1776134152,1776134152,True,1,0,0.5238095521926879,False,0,True,False,one best indie game ever played playing since came satisfied update introduced since,0.8883,1
223217835,english,"This is a classic that everybody should at least give a try. This is generally a pretty relaxing game where you build your own life on inherited farmland. There is some story, as well as some random events, but mostly you are structuring your own days. You'll be growing crops, keeping animals, building relationships, expanding your house, foraging, fishing, mining, and trying to restore the community center (or support Joja Mart, I guess). Some people get frustrated by fishing, and some people are stressed by fighting monsters in the mines. But overall, this is a great game; you can really tell the amount of love and dedication put into it by the creator. Oh, and now there's a multiplayer option, if you prefer to play with others.",1776133916,1776133916,True,1,0,0.5238095521926879,False,1,True,False,classic everybody least give try generally pretty relaxing game build life inherited farmland story well random event mostly structuring day youll growing crop keeping animal building relationship expanding house foraging fishing mining trying restore community center support joja mart guess people get frustrated fishing people stressed fighting monster mine overall great game really tell amount love dedication put creator oh there multiplayer option prefer play others,0.9497,1
223152182,english,My fiancée is obsessed. She doesn’t play games at all but now this is all she talks about. She will text herself before going to sleep all of the tasks and objectives she needs for the next time she plays.,1776044012,1776044012,True,1,0,0.5238095521926879,False,0,True,False,fiance obsessed doesnt play game talk text going sleep task objective need next time play,0.431,1
223093671,english,Really fun game so much to do. The farming aspects remind me of Harvest Moon DS and I am constantly finding new things to do after 249h!! <3,1775988047,1775988047,True,1,0,0.5238095521926879,False,0,True,False,really fun game much farming aspect remind harvest moon d constantly finding new thing h,0.7951,1
222848516,english,"pure perfection, such care and love put in a beautiful game with infinite replayability. absolutely beautiful art and soundtrack, enthralling gameplay.  The only problem is that you won't want to stop playing as the time flies by. Love it 10/10",1775699896,1775699896,True,2,0,0.5238095521926879,False,0,True,False,pure perfection care love put beautiful game infinite replayability absolutely beautiful art soundtrack enthralling gameplay problem wont want stop playing time fly love,0.9746,1
222786619,english,"I open this game to play for a couple hours max, and suddenly the sun is coming up and it's a brand new day???? So easy to come back to, I can't believe it's 10 years old. Easily in my top 3 games of all time. Especially with the modding capabilites. I'll be playing this game til I die, genuinely.",1775622460,1775622460,True,1,0,0.5238095521926879,False,0,True,False,open game play couple hour max suddenly sun coming brand new day easy come back cant believe year old easily top game time especially modding capabilites ill playing game til die genuinely,0.7686,1
222765790,english,This game is immersive and all of the festivals and events are so joyous and I very much looking forward to playing this game with my friends and discovering all of the fun events and items that you can find. 10/10 I very much reccomend for new players looking for a game.,1775594224,1775594224,True,1,0,0.5238095521926879,False,0,True,False,game immersive festival event joyous much looking forward playing game friend discovering fun event item find much reccomend new player looking game,0.9427,1
222750049,english,Amazing game. I will say that I do open the wiki a lot but that's lowkey just a skill issue on my part and I could get on fine without it. More than worth the £10.99.,1775579045,1775579045,True,1,0,0.5238095521926879,False,0,True,False,amazing game say open wiki lot thats lowkey skill issue part could get fine without worth,0.7482,1
222727409,english,"Truly great game, personally I heavily recommend you play this game with mods (Especially SVE), as they will take the game to another level of enjoyment

highly recommend, 10/10, perfect cozy farming sim",1775554018,1775554018,True,1,0,0.5238095521926879,False,0,True,False,truly great game personally heavily recommend play game mod especially sve take game another level enjoyment highly recommend perfect cozy farming sim,0.9681,1
222627128,english,"Stardew Valley is a really fun game. The freedom in which you get to explore the multiple farming styles ranging from slow peaceful playthroughs to agricultural min-maxxing (my personal favorite.) Additionally, the multiple spouses to choose from without the the discrimination of the farmer's gender, allowing a completely new experience each save. Furthermore, the accessibility of mods for this game (im a QOL freak ;p) truely allow limitless possibilities.",1775434523,1775434523,True,1,0,0.5238095521926879,False,0,True,False,stardew valley really fun game freedom get explore multiple farming style ranging slow peaceful playthroughs agricultural minmaxxing personal favorite additionally multiple spouse choose without discrimination farmer gender allowing completely new experience save furthermore accessibility mod game im qol freak p truely allow limitless possibility,0.9216,1
222533154,english,Ngl didnt think this game would be that good but I ended up loving it and gives me something to do when im bored in the winter.,1775341151,1775341151,True,1,0,0.5238095521926879,False,0,True,False,ngl didnt think game would good ended loving give something im bored winter,0.6858,1
222490220,english,"fav childhood game never got bored of it ever always something new to explore and do, best game i know",1775306687,1775306687,True,1,0,0.5238095521926879,False,0,True,False,fav childhood game never got bored ever always something new explore best game know,0.8407,1
222429017,english,Whatever issues exist in the UI and controls that exist the mystery and lovability in this game surely make up for it.,1775241671,1775241671,True,1,0,0.5238095521926879,False,0,True,False,whatever issue exist ui control exist mystery lovability game surely make,0.4404,1
222221884,english,Cant explain it but playing this game late at night with a nice bev is just healing man,1775008328,1775008328,True,1,0,0.5238095521926879,False,0,True,False,cant explain playing game late night nice bev healing man,0.7096,1
222221628,english,"This game is actually addicting. Once you start, you can't stop. There's so much plot, so many activities, and no in-game purchases!!",1775007979,1775007979,True,1,0,0.5238095521926879,False,0,True,False,game actually addicting start cant stop there much plot many activity ingame purchase,-0.2254,1
222167080,english,"Still remember the day it came out, amazing game, amazing developer. 10 Years of brilliance.",1774953830,1774953830,True,1,0,0.5238095521926879,False,0,True,False,still remember day came amazing game amazing developer year brilliance,0.91,1
222137227,english,played this game for a couple hundred hours (+couple hundred more hours on other platforms) and I'd recommend it. needs a bit patience at the beginning tho.,1774910983,1774910983,True,1,0,0.5238095521926879,False,0,True,False,played game couple hundred hour couple hundred hour platform id recommend need bit patience beginning tho,0.5994,1
222089086,english,"the amount of hours i spent on this game tells a lot about how much i like it. but that's one thing, coz i've loved this game since the first minute i played it. one of the best RPGs i've ever played (and maybe the only one i spent this much hours on).",1774863715,1774863715,True,1,0,0.5238095521926879,False,0,True,False,amount hour spent game tell lot much like thats one thing coz ive loved game since first minute played one best rpgs ive ever played maybe one spent much hour,0.9643,1
222081007,english,"SO FUN. I honestly didn't think this would be easy to get used to and also not get bored of fast, but i didn't once get bored after playing for 4+ hours in my free time! Its challenging in ways, creative, and soooo fun to play, honestly better than animal crossing in my opinion.. LOVE LOVE LOVE 100% recommend!!",1774851056,1774851056,True,1,0,0.5238095521926879,False,0,True,False,fun honestly didnt think would easy get used also get bored fast didnt get bored playing hour free time challenging way creative soooo fun play honestly better animal crossing opinion love love love recommend,0.9968,1
222064888,english,game is hella addictive i honesly love it very replayable overall 10 out of 10,1774829101,1774829101,True,1,0,0.5238095521926879,False,0,True,False,game hella addictive honesly love replayable overall,0.6666,1
222058391,english,"love it. The music, characters, gameplay loop, it's so much fun. I especially love marrying people then divorcing them. it's so much fun to break the hearts of every village",1774822165,1774822165,True,1,1,0.5238095521926879,False,0,True,False,love music character gameplay loop much fun especially love marrying people divorcing much fun break heart every village,0.9482,1
222025183,english,"The villagers aren't appreciative of me gifting them freshly caught anchovies and rocks.

Great game",1774797395,1774797395,True,1,0,0.5238095521926879,False,0,True,False,villager arent appreciative gifting freshly caught anchovy rock great game,0.2905,1
221988384,english,Easily one of the best games I’ve ever played. I can play for hours without getting bored.,1774764755,1774764755,True,1,0,0.5238095521926879,False,0,True,False,easily one best game ive ever played play hour without getting bored,0.9045,1
221783692,english,"Bought it, didn't touch it for years, tried it again and got hopelessly addicted. There is so much to do and you can really tell this was a passion project. And it's cheap, too!",1774565295,1774565295,True,1,0,0.5238095521926879,False,0,True,False,bought didnt touch year tried got hopelessly addicted much really tell passion project cheap,-0.126,1
221721475,english,"good game, its sometimes confusing but its addicting.",1774504306,1774504306,True,1,1,0.5238095521926879,False,0,True,False,good game sometimes confusing addicting,0.128,1
223861311,english,"Top tier cozy Farming game, Fun with friends, even more with mods",1776882524,1776882524,True,1,0,0.5220588445663452,False,0,True,False,top tier cozy farming game fun friend even mod,0.802,1
222272074,english,do not be fooled this isnt a cozy game. at some point past your first 50 hours you will find yourself looking at spreadsheets and having to open a calculator to figure out how many seeds you have to buy. despite this i think my hours speak for themselves,1775069474,1775069474,True,1,0,0.5220588445663452,False,0,True,False,fooled isnt cozy game point past first hour find looking spreadsheet open calculator figure many seed buy despite think hour speak,0.2924,1
223481548,english,"Good game. Writing is overrated. Romance is worse then harvest moon. If you like harvest moon but want it written by and autistic person, this is your game. 10/10.",1776462250,1776462250,True,1,1,0.52173912525177,False,1,True,False,good game writing overrated romance worse harvest moon like harvest moon want written autistic person game,0.5267,1
223153285,english,Best cozy farming simulator game. Period.,1776045610,1776045610,True,1,0,0.52173912525177,False,0,True,False,best cozy farming simulator game period,0.6369,1
223400369,english,"I love a cozy game that both allows you to work at your own pace and also forces you to keep up with the seasons, while also dealing with a evil corporation, adiction, PTSD, neglect, loss, and Clint.

Actually, Clint's cool, doesn't deserve the hate. I love this game.",1776374998,1776374998,True,1,0,0.5199999809265136,False,0,True,False,love cozy game allows work pace also force keep season also dealing evil corporation adiction ptsd neglect loss clint actually clints cool doesnt deserve hate love game,0.6121,1
223163358,english,"Endless fun, lots to do. Moments of intense time management with a nice blend of reflective farming.",1776063819,1776063819,True,1,0,0.5061728358268737,False,0,True,False,endless fun lot moment intense time management nice blend reflective farming,0.7506,1
224041793,english,"Great game, one of the best farming simulators in the style of Harvest Moon. Lacking on the story side, but it's still really good
",1777107987,1777107987,True,0,0,0.5,False,0,True,False,great game one best farming simulator style harvest moon lacking story side still really good,0.8569,1
224009856,english,"I didn't expect much in the beginning, but this game is like a therapy session for me. It got me throuh some dark and rough times. Turns out that growing parsnips can give you a deep level of satisfaction. Highly recommend, but it should come with a warning that it is highly addictive.",1777066459,1777066459,True,0,0,0.5,False,0,True,False,didnt expect much beginning game like therapy session got throuh dark rough time turn growing parsnip give deep level satisfaction highly recommend come warning highly addictive,0.867,1
224008119,english,Great game for solo playing and with your friends and family,1777064681,1777064681,True,0,0,0.5,False,0,True,False,great game solo playing friend family,0.8402,1
224006895,english,"I had put off playing this game for a long time but after nearly 60 hours with it, I can comfortably say it's well worth the money. The central conceit of Stardew Valley is that you run a farm, but the important thing to know about the game is it sets no expectations for what you 'ought' to be doing. You can putz around collecting junk off the forest floor and selling it, and that's just as legitimate a play style as min-maxxing your farm's output. In the same way, there are multiple ways to pursue your life in Pelican Town that have nothing to do with farming, like fishing, cooking, and dungeon crawling. One thing that comes to mind when talking about this game is how there's a quiet pressure to not worry so much about money - there are ways to play where you spend money to get what you want but they're regularly ripping you off versus getting said result through utilizing your farm, and this extends to the overarching storyline involving the town's derelict community center. While there's a lot that can be said about this game's impact on game development and genre conventions, it proved to be an incredibly relaxing experience at least for me.",1777063422,1777063422,True,0,0,0.5,False,0,True,False,put playing game long time nearly hour comfortably say well worth money central conceit stardew valley run farm important thing know game set expectation ought putz around collecting junk forest floor selling thats legitimate play style minmaxxing farm output way multiple way pursue life pelican town nothing farming like fishing cooking dungeon crawling one thing come mind talking game there quiet pressure worry much money way play spend money get want theyre regularly ripping versus getting said result utilizing farm extends overarching storyline involving town derelict community center there lot said game impact game development genre convention proved incredibly relaxing experience least,0.9761,1
224003669,english,"Fun game
Probably one of the best of its genre (simulator). Definitly a must play if you like this kind of game.",1777060283,1777060283,True,0,0,0.5,False,0,True,False,fun game probably one best genre simulator definitly must play like kind game,0.9081,1
